@relation 'CBCK-weka.filters.unsupervised.attribute.Remove-R1-8-weka.filters.unsupervised.attribute.Remove-R3-4,7-13'

@attribute CBO numeric
@attribute WNC numeric
@attribute RFC numeric
@attribute LCOM numeric
@attribute LOC numeric
@attribute CLASS {GA,RANDOM}

@data
9,18,1,105,188,GA
1,11,18,17,107,GA
9,29,15,33,176,GA
1,2,1,1,40,GA
11,22,1,171,224,GA
4,43,36,24,292,RANDOM
3,2,2,0,19,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
12,24,1,210,242,GA
3,6,1,3,80,GA
12,24,1,210,242,GA
9,14,17,3,161,GA
1,2,1,1,40,GA
2,10,10,45,84,GA
4,36,18,75,277,GA
2,4,1,0,62,GA
1,2,1,1,40,GA
2,3,8,0,32,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
0,1,0,0,62,GA
2,6,10,6,85,RANDOM
12,23,40,50,214,GA
1,6,12,0,51,GA
13,58,43,180,319,GA
13,26,1,253,260,GA
1,2,1,1,40,GA
6,38,24,150,162,GA
6,12,1,36,134,GA
2,11,0,25,55,GA
3,5,5,0,32,GA
5,151,62,75,580,RANDOM
1,2,1,1,40,GA
12,31,27,98,163,RANDOM
4,8,1,10,98,GA
9,4,8,1,75,GA
7,14,1,55,152,GA
15,30,1,351,296,GA
0,0,0,0,3,RANDOM
6,8,7,0,66,GA
0,2,0,1,35,RANDOM
16,32,1,406,314,GA
17,34,1,465,332,GA
4,11,3,0,105,GA
1,2,1,1,40,RANDOM
12,24,1,210,242,GA
3,4,4,1,37,GA
1,2,1,1,40,GA
4,14,20,7,73,GA
1,17,2,58,155,RANDOM
1,2,1,1,40,GA
2,2,2,1,14,GA
2,9,9,0,97,GA
5,17,11,1,121,GA
7,14,1,55,152,GA
7,14,1,55,152,GA
0,1,0,0,56,RANDOM
13,26,1,253,260,GA
5,8,10,4,51,GA
10,13,8,62,147,RANDOM
12,24,1,210,242,GA
1,7,2,4,72,GA
6,3,8,1,42,GA
0,2,2,1,14,RANDOM
13,26,1,253,260,GA
5,10,1,21,116,GA
3,9,8,3,48,GA
1,21,49,184,197,RANDOM
6,13,21,6,157,GA
3,8,3,28,88,GA
3,1,0,0,29,RANDOM
2,2,1,0,16,RANDOM
14,71,46,0,437,GA
3,3,4,3,61,RANDOM
2,10,11,19,77,GA
5,10,1,21,116,GA
5,5,8,1,70,GA
0,8,1,14,45,GA
4,8,12,10,86,RANDOM
15,132,65,88,1245,GA
2,12,8,2,112,GA
1,2,1,1,40,GA
23,41,89,270,231,GA
16,70,87,23,515,RANDOM
1,1,0,0,27,GA
7,12,0,66,84,GA
6,21,38,15,238,GA
2,3,3,0,25,GA
8,16,1,78,170,GA
11,49,60,328,241,GA
30,27,36,28,362,GA
4,8,14,6,59,GA
3,2,5,1,44,GA
2,25,7,1,167,GA
15,30,1,351,296,GA
11,22,1,171,224,GA
3,8,3,0,36,GA
8,19,21,53,150,GA
5,27,43,57,201,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
1,32,14,16,122,GA
11,127,112,653,1029,RANDOM
16,29,29,83,186,RANDOM
1,2,1,1,40,GA
2,4,10,0,41,GA
0,6,1,0,33,GA
0,23,5,5,135,GA
4,14,21,7,76,GA
1,2,0,0,65,GA
2,5,0,0,66,GA
5,109,57,32,521,RANDOM
1,12,7,0,61,RANDOM
8,16,1,78,170,GA
1,2,0,1,14,GA
1,4,3,1,77,GA
1,2,3,1,11,RANDOM
2,11,7,0,51,GA
1,2,1,1,40,GA
11,22,1,171,224,GA
2,3,2,0,89,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
26,116,174,299,694,RANDOM
1,33,50,30,168,GA
8,16,1,78,170,GA
4,8,1,10,98,GA
5,6,5,15,52,GA
7,14,1,55,152,GA
7,14,6,8,84,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
6,3,14,0,38,RANDOM
6,9,18,4,83,GA
3,10,12,0,64,GA
1,2,1,1,40,GA
0,2,2,1,41,GA
8,8,6,10,90,RANDOM
8,16,1,78,170,GA
5,58,40,1064,213,RANDOM
4,8,1,10,98,GA
9,4,4,6,67,RANDOM
1,2,1,1,40,GA
7,14,1,55,152,GA
12,24,1,210,242,GA
10,20,1,136,206,GA
1,13,1,0,75,GA
0,0,0,0,32,RANDOM
7,14,1,55,152,GA
0,9,0,28,165,GA
1,2,1,1,40,GA
0,1,0,0,9,RANDOM
5,6,1,0,33,GA
1,2,1,1,40,GA
3,49,11,92,313,RANDOM
5,10,1,21,116,GA
8,7,13,1,74,GA
2,2,0,1,40,RANDOM
1,2,1,1,40,GA
1,4,3,0,49,RANDOM
1,2,1,1,40,GA
2,2,7,1,20,GA
4,3,10,1,32,GA
4,3,2,0,37,GA
1,2,1,1,40,GA
3,35,12,0,226,GA
3,3,8,0,112,RANDOM
3,6,1,3,80,GA
1,14,16,35,163,GA
1,2,1,1,40,GA
8,25,23,159,277,GA
7,14,1,55,152,GA
3,16,8,18,150,GA
0,7,0,15,135,GA
4,18,14,4,156,GA
0,2,0,0,22,GA
2,14,0,77,196,GA
1,2,1,1,40,GA
3,26,28,0,231,GA
4,10,21,5,96,RANDOM
6,12,1,36,134,GA
1,2,1,1,40,GA
5,10,1,21,116,RANDOM
0,5,2,6,34,GA
3,8,12,0,45,GA
3,2,4,0,23,GA
0,9,3,0,65,GA
20,41,70,203,412,RANDOM
0,13,15,6,71,GA
7,2,12,1,90,GA
1,2,1,1,40,GA
12,24,1,210,242,GA
3,18,21,0,146,GA
10,46,39,0,242,RANDOM
5,12,14,0,85,GA
17,19,38,11,286,GA
1,8,1,0,92,GA
4,8,1,10,98,GA
6,12,1,36,134,GA
13,26,1,253,260,GA
1,7,5,6,72,GA
4,22,21,60,149,RANDOM
7,10,8,13,61,GA
5,4,1,6,42,GA
1,9,8,0,38,GA
2,7,5,0,42,GA
1,2,1,1,40,GA
2,5,6,10,45,GA
5,34,55,299,376,GA
11,22,1,171,224,GA
7,12,0,66,139,RANDOM
7,13,6,39,78,GA
3,10,19,1,101,GA
24,87,58,532,479,GA
13,36,21,171,287,GA
9,39,30,0,351,GA
1,2,1,1,40,GA
12,7,23,0,65,GA
4,8,1,10,98,GA
11,30,35,96,210,GA
20,31,24,127,236,GA
1,2,1,1,40,GA
1,5,11,0,43,GA
1,2,0,0,22,RANDOM
1,2,0,1,14,GA
1,5,1,0,34,GA
1,6,8,3,59,GA
10,29,42,15,136,GA
1,2,0,0,41,GA
1,7,16,0,55,GA
6,6,4,6,51,GA
36,27,16,211,205,GA
1,7,1,21,30,GA
2,11,3,6,88,GA
11,71,55,49,332,GA
4,62,65,16,466,GA
0,5,12,0,52,RANDOM
9,61,43,385,383,GA
1,1,0,0,25,RANDOM
8,30,15,372,214,GA
1,3,2,0,84,GA
0,2,0,1,71,RANDOM
3,35,35,6,182,GA
4,9,13,0,78,GA
1,2,1,1,40,GA
0,7,7,3,98,GA
4,8,12,0,92,GA
1,2,1,1,40,GA
4,22,28,32,281,RANDOM
25,78,62,910,382,RANDOM
5,27,24,136,188,GA
0,5,5,1,44,RANDOM
1,6,1,0,48,GA
8,37,18,157,337,GA
31,38,29,372,263,RANDOM
13,23,48,3,329,GA
0,2,2,0,44,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
2,11,3,49,131,RANDOM
8,16,1,78,170,GA
6,11,33,11,128,GA
1,2,1,1,40,GA
3,9,2,0,27,RANDOM
2,16,11,9,139,GA
7,44,36,0,269,RANDOM
3,4,4,3,44,GA
3,21,23,1,160,GA
1,9,7,0,67,GA
7,157,54,136,592,RANDOM
9,18,1,105,188,GA
13,26,1,253,260,GA
9,18,1,105,188,GA
4,13,53,0,217,GA
0,10,3,4,85,GA
12,24,1,210,242,GA
9,18,1,105,188,GA
10,6,6,2,72,RANDOM
1,2,1,0,32,RANDOM
1,21,37,82,308,GA
1,2,1,1,40,GA
4,21,13,0,112,GA
4,7,3,0,53,GA
11,22,1,171,224,GA
1,2,1,1,40,GA
7,28,30,0,302,GA
3,7,0,19,60,RANDOM
13,29,44,8,254,GA
8,16,1,78,170,GA
4,4,16,0,69,GA
11,42,4,772,380,RANDOM
1,5,0,0,48,GA
1,2,1,1,40,GA
15,30,1,351,296,GA
6,21,30,133,221,RANDOM
8,16,1,78,170,GA
0,1,13,0,80,GA
0,0,0,0,24,RANDOM
32,262,154,7432,1430,GA
0,15,5,36,121,GA
1,2,1,1,40,GA
5,48,42,768,622,RANDOM
6,44,35,15,221,GA
7,20,26,69,110,GA
3,7,14,0,48,GA
3,6,1,3,80,GA
3,77,50,0,368,RANDOM
0,17,27,78,148,RANDOM
1,3,2,1,19,RANDOM
15,131,64,101,1233,GA
1,2,1,1,40,GA
2,2,6,1,32,RANDOM
4,8,2,9,137,GA
6,12,1,36,134,GA
5,12,16,3,77,GA
5,8,5,15,99,GA
4,8,1,10,98,GA
8,82,30,274,579,GA
20,118,125,203,725,GA
3,1,3,0,35,GA
5,14,17,0,95,GA
0,1,1,0,34,GA
1,121,22,70,532,GA
1,2,1,1,40,GA
2,61,40,270,265,GA
4,17,13,28,63,RANDOM
5,10,1,21,116,GA
2,3,7,0,41,GA
11,55,39,235,303,RANDOM
5,8,26,5,111,GA
10,77,31,611,351,GA
3,20,49,126,180,RANDOM
5,11,22,0,156,RANDOM
2,4,1,0,62,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
2,5,2,10,52,RANDOM
3,3,8,0,61,GA
0,65,10,1812,236,GA
9,15,27,49,159,GA
10,32,14,0,169,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
2,37,17,34,171,GA
8,16,1,78,170,GA
5,46,23,114,246,GA
1,10,2,1,89,GA
6,13,12,2,148,RANDOM
3,5,13,0,95,GA
1,2,3,1,29,RANDOM
7,5,6,1,73,GA
8,9,16,21,86,GA
10,51,48,39,300,GA
1,8,0,1,72,GA
2,3,1,1,68,RANDOM
2,8,9,0,65,GA
6,160,98,833,936,RANDOM
5,13,8,0,106,GA
6,11,9,0,97,RANDOM
1,2,1,1,40,GA
3,10,14,0,56,GA
5,1,8,0,45,RANDOM
1,3,2,1,23,GA
7,14,1,55,152,GA
1,2,1,1,40,GA
10,20,1,136,206,GA
15,30,1,351,296,GA
5,26,22,30,249,RANDOM
7,14,1,55,152,GA
1,2,1,1,40,GA
10,16,55,103,99,GA
10,12,11,3,108,GA
4,10,17,9,133,GA
3,6,1,3,80,GA
2,3,0,0,17,RANDOM
2,3,1,1,67,RANDOM
1,2,0,0,36,GA
0,9,5,0,85,GA
1,2,1,1,40,RANDOM
7,43,9,11,485,RANDOM
2,2,2,1,14,GA
2,2,2,1,14,GA
8,4,1,3,47,RANDOM
4,8,1,10,98,GA
10,20,1,136,206,GA
0,7,3,15,45,GA
0,3,0,0,51,RANDOM
1,98,45,360,366,GA
1,5,5,0,52,GA
6,8,4,0,23,GA
1,2,1,1,40,GA
9,18,1,105,188,GA
1,2,1,1,40,GA
2,8,7,0,56,GA
10,20,1,136,206,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
9,23,33,102,175,GA
4,7,5,0,58,RANDOM
1,1,0,0,58,RANDOM
3,9,2,4,61,GA
1,2,1,1,40,RANDOM
0,3,0,0,48,GA
5,22,0,115,398,GA
0,0,0,0,119,RANDOM
7,60,58,0,343,RANDOM
8,16,1,78,170,GA
3,26,29,15,199,GA
14,46,19,0,295,GA
6,12,1,36,134,GA
5,10,1,21,116,GA
8,31,17,124,290,GA
4,4,7,0,56,GA
4,5,5,6,64,RANDOM
6,5,5,4,66,GA
7,14,1,55,152,GA
4,11,11,0,55,GA
5,28,23,3,184,GA
1,2,1,1,40,GA
7,6,9,6,80,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
3,2,7,0,27,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
8,17,18,0,111,GA
8,16,1,78,170,GA
9,15,19,1,86,GA
5,6,8,0,53,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
6,33,40,66,513,GA
1,2,1,1,40,GA
1,4,9,3,43,GA
1,18,4,114,133,GA
5,10,1,21,116,GA
1,15,16,1,110,GA
1,2,1,1,40,GA
8,16,1,78,170,GA
4,3,0,0,74,GA
14,210,109,2388,815,RANDOM
1,2,1,1,40,GA
1,2,3,1,41,RANDOM
1,2,1,1,40,GA
2,3,1,1,68,RANDOM
4,6,3,1,26,GA
3,10,8,0,97,GA
1,2,1,1,40,GA
1,6,0,9,32,GA
6,18,24,0,130,GA
1,2,1,1,40,GA
3,29,79,172,354,RANDOM
0,5,2,1,73,GA
0,15,32,23,115,RANDOM
1,13,5,0,52,GA
8,16,1,78,170,GA
15,16,2,3,35,GA
8,23,20,48,205,GA
0,7,0,15,137,GA
7,14,1,55,152,GA
4,8,1,10,98,GA
10,46,31,184,488,GA
2,29,6,0,118,GA
1,2,1,1,40,GA
12,24,1,210,242,GA
2,16,15,0,66,GA
13,17,34,0,217,RANDOM
16,32,1,406,314,GA
3,34,13,22,159,GA
4,8,1,10,98,GA
1,2,1,1,40,GA
7,6,13,1,46,GA
11,9,7,0,103,GA
10,20,1,136,206,GA
14,28,1,300,278,GA
4,17,9,6,79,GA
2,9,20,17,87,GA
0,2,0,1,42,RANDOM
0,1,0,0,78,GA
7,14,1,55,152,GA
1,2,4,0,17,GA
2,0,0,0,47,RANDOM
1,2,1,1,40,GA
6,12,85,0,389,GA
3,47,30,1,282,GA
1,2,1,1,40,GA
0,7,0,15,137,GA
4,75,37,376,474,GA
6,27,27,92,142,GA
5,8,7,10,68,GA
3,1,0,0,40,GA
14,28,1,300,278,GA
8,13,15,0,82,GA
11,35,25,272,306,GA
11,22,1,171,224,GA
4,8,1,10,98,GA
7,24,20,127,145,GA
7,25,18,32,187,GA
4,52,21,44,242,GA
0,5,0,2,112,GA
8,7,9,0,74,GA
2,14,14,64,113,GA
1,2,1,1,40,GA
2,6,0,6,120,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
11,22,1,171,224,GA
3,2,4,1,65,GA
9,18,1,105,188,GA
7,16,25,1,90,RANDOM
10,17,28,10,160,RANDOM
11,22,1,171,224,GA
7,19,22,52,137,GA
3,7,7,6,79,RANDOM
2,15,11,0,66,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
2,10,30,22,193,GA
1,2,1,1,40,GA
12,162,119,0,753,GA
1,13,2,52,66,GA
2,48,48,18,324,RANDOM
2,4,7,3,34,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
14,22,52,105,124,GA
12,24,1,210,242,GA
14,28,1,300,278,GA
1,2,1,1,40,GA
6,21,25,0,117,GA
3,46,32,231,443,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
3,3,3,3,53,RANDOM
1,2,1,1,40,GA
3,2,1,0,20,RANDOM
5,8,6,0,88,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
6,4,3,0,33,GA
3,4,10,1,37,GA
3,6,6,0,64,RANDOM
1,2,1,1,40,GA
4,25,54,60,314,RANDOM
5,33,34,50,305,GA
6,21,28,7,142,RANDOM
18,36,1,528,350,GA
7,14,1,55,152,GA
4,18,20,0,145,GA
2,15,11,0,66,GA
20,40,1,666,386,GA
6,201,34,0,552,RANDOM
10,11,18,0,114,GA
13,30,27,20,158,RANDOM
5,3,3,0,24,GA
1,2,1,1,40,GA
1,13,7,21,108,GA
0,0,0,0,29,RANDOM
0,8,0,20,55,RANDOM
4,1,1,0,29,GA
2,6,3,0,33,RANDOM
0,30,15,16,233,GA
1,16,13,0,90,RANDOM
1,13,4,4,146,RANDOM
3,9,18,0,60,RANDOM
4,19,14,32,166,GA
4,8,1,10,98,GA
4,7,5,2,83,GA
1,4,1,1,59,GA
4,15,34,0,132,GA
4,5,0,10,102,GA
7,33,28,119,296,GA
2,8,0,20,78,GA
4,18,7,48,107,GA
4,8,2,0,61,GA
5,16,31,6,93,GA
6,15,14,0,81,GA
4,8,1,10,98,GA
18,36,1,528,350,GA
1,2,1,1,40,GA
1,13,9,0,70,GA
4,3,7,0,61,GA
12,24,1,210,242,GA
5,7,0,21,65,GA
0,2,4,0,33,RANDOM
22,44,1,820,422,GA
2,3,1,1,67,GA
4,2,4,1,89,RANDOM
1,2,1,1,40,GA
7,21,33,45,235,GA
3,2,5,1,32,GA
11,22,1,171,224,GA
1,2,1,1,40,GA
6,12,10,45,99,GA
4,6,8,0,170,GA
4,8,1,10,98,GA
4,10,16,3,89,GA
5,12,14,0,85,GA
5,10,1,21,116,GA
10,52,41,257,367,GA
6,33,32,7,156,GA
20,57,59,49,314,GA
5,3,2,0,46,GA
9,15,21,21,206,GA
15,30,1,351,296,GA
5,10,1,21,116,GA
0,3,19,0,63,GA
5,10,1,21,116,GA
13,78,49,115,440,GA
19,115,139,847,667,RANDOM
2,4,1,0,62,GA
2,27,7,222,99,GA
21,57,102,446,463,GA
2,2,0,0,22,GA
1,6,0,0,51,GA
5,8,4,5,65,GA
7,16,32,0,213,RANDOM
0,18,8,15,71,GA
2,6,7,1,52,GA
1,5,3,1,46,GA
6,97,27,0,550,GA
0,29,17,29,116,GA
4,8,1,10,98,GA
6,24,13,77,129,GA
8,20,23,15,110,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
4,48,64,114,327,GA
11,22,1,171,224,GA
7,14,1,55,152,GA
5,3,6,0,40,GA
6,5,23,1,97,GA
3,6,1,3,80,GA
6,12,1,36,134,GA
13,15,30,1,116,GA
8,15,8,8,89,GA
2,6,3,0,33,RANDOM
2,15,21,1,91,GA
5,2,5,0,88,GA
8,104,57,49,606,GA
3,2,7,0,43,GA
2,7,0,15,98,GA
2,6,1,10,48,GA
8,16,1,78,170,GA
7,14,1,55,152,GA
10,20,1,136,206,GA
1,2,1,1,40,GA
2,3,3,0,19,RANDOM
3,12,8,1,180,GA
11,36,37,4,300,GA
1,2,1,1,40,GA
7,61,54,464,728,GA
4,9,14,0,150,GA
4,1,0,0,27,GA
7,31,14,95,274,RANDOM
0,5,0,0,55,GA
9,18,1,105,188,GA
2,33,4,0,279,GA
12,24,1,210,242,GA
10,18,5,80,108,GA
0,3,0,0,58,GA
6,12,1,36,134,GA
13,26,1,253,260,GA
2,10,5,45,39,GA
4,6,5,1,37,GA
11,22,1,171,224,GA
18,11,41,3,110,GA
2,20,27,48,150,GA
8,19,18,122,83,GA
1,6,5,1,129,GA
3,6,1,3,80,GA
4,21,9,0,131,GA
1,8,0,2,78,GA
2,4,1,0,62,GA
1,2,1,1,40,GA
7,22,31,23,231,GA
0,2,0,1,16,RANDOM
0,1,0,0,49,RANDOM
9,18,1,105,188,GA
2,7,4,0,32,GA
2,1,1,0,17,GA
1,2,1,1,40,GA
14,44,44,43,373,RANDOM
1,7,0,0,102,GA
3,6,1,3,80,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
9,18,1,105,188,GA
8,16,1,78,170,GA
8,9,7,10,129,RANDOM
15,26,23,20,123,GA
2,13,6,1,54,GA
3,35,12,0,226,GA
2,20,11,0,86,GA
2,3,1,1,68,RANDOM
1,1,5,0,33,GA
8,13,9,1,104,GA
15,26,37,74,287,RANDOM
7,84,74,510,468,GA
8,27,18,41,193,GA
1,2,0,1,25,RANDOM
3,43,39,141,694,GA
1,2,1,1,40,GA
13,66,43,741,334,GA
23,342,196,15675,2684,GA
6,12,1,36,134,GA
5,4,4,1,53,GA
6,10,19,4,84,GA
2,12,11,37,179,GA
9,18,1,105,188,GA
1,7,13,0,59,GA
1,11,1,0,73,GA
11,9,25,0,144,GA
21,21,31,23,357,GA
0,3,0,0,90,GA
3,3,13,0,104,RANDOM
3,17,0,136,170,GA
3,23,28,47,130,GA
1,2,1,0,18,GA
2,3,5,3,17,RANDOM
12,24,1,210,242,GA
18,357,78,114,1961,GA
1,168,45,0,854,RANDOM
0,4,5,4,54,GA
8,3,17,0,92,GA
5,10,1,21,116,GA
4,5,2,6,18,GA
1,2,0,0,19,RANDOM
1,2,1,1,40,GA
6,42,38,0,180,GA
0,3,4,0,24,GA
3,2,2,1,20,RANDOM
1,2,1,1,40,GA
4,7,3,2,66,GA
1,5,4,1,98,RANDOM
3,3,6,0,23,RANDOM
1,2,0,0,28,GA
5,32,23,0,308,GA
6,12,8,14,92,GA
19,36,47,3,153,GA
1,2,1,1,40,GA
4,12,1,29,70,GA
5,9,12,5,142,RANDOM
23,95,80,561,522,RANDOM
9,18,1,105,188,GA
5,10,1,21,116,GA
22,44,1,820,422,GA
7,9,13,1,72,GA
4,8,1,10,98,GA
1,2,1,1,40,GA
10,28,21,64,220,GA
19,39,50,48,274,RANDOM
2,3,2,0,25,GA
2,4,3,1,34,GA
4,13,32,24,225,GA
10,20,16,16,121,RANDOM
13,49,52,0,386,RANDOM
0,9,0,10,163,GA
5,11,11,20,104,GA
1,5,2,6,62,GA
3,9,2,4,61,GA
1,4,1,0,68,GA
10,78,41,38,791,GA
3,6,1,3,80,GA
9,6,19,1,72,RANDOM
0,10,0,35,83,GA
0,0,0,0,216,RANDOM
5,4,1,2,49,GA
3,2,6,0,42,GA
5,27,26,105,139,GA
3,7,13,0,77,GA
7,18,13,13,113,GA
7,54,0,840,930,GA
0,2,0,0,37,RANDOM
12,24,1,210,242,GA
5,18,5,0,150,RANDOM
8,125,74,1896,614,GA
8,15,17,20,140,GA
9,19,11,19,144,GA
3,37,13,0,143,GA
14,28,1,300,278,GA
1,2,1,1,40,GA
12,22,48,21,265,GA
0,2,0,1,63,RANDOM
7,14,1,55,152,GA
3,4,2,3,42,RANDOM
0,6,2,0,24,RANDOM
6,12,1,36,134,GA
7,14,1,55,152,GA
3,5,4,4,55,GA
14,68,52,54,399,GA
3,1,6,0,37,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
8,29,15,33,176,GA
5,35,31,0,152,GA
10,57,43,149,275,GA
6,4,1,6,48,GA
4,8,1,10,98,GA
2,29,23,61,140,GA
5,11,13,0,81,GA
14,92,60,1465,852,GA
3,5,2,1,46,GA
5,1,6,0,75,GA
47,506,392,10669,3085,RANDOM
1,3,1,0,23,RANDOM
16,32,1,406,314,GA
1,2,1,1,40,GA
8,16,1,78,170,GA
2,7,17,4,67,GA
12,29,35,0,172,GA
1,2,1,1,40,GA
5,44,51,122,237,GA
7,14,6,8,84,GA
12,2,46,0,352,GA
2,5,11,3,44,GA
5,14,22,9,88,GA
11,22,1,171,224,GA
9,52,36,1,274,GA
1,11,7,0,80,GA
9,4,0,6,36,GA
3,2,2,1,20,GA
0,3,1,0,21,GA
14,71,73,476,540,RANDOM
6,11,11,0,105,RANDOM
8,22,17,30,107,RANDOM
3,6,5,0,71,GA
7,14,1,55,152,GA
11,63,43,124,423,GA
1,4,6,4,56,GA
8,43,36,46,230,GA
8,32,23,171,161,GA
1,28,26,91,131,GA
4,8,1,10,98,GA
3,1,8,0,21,GA
1,0,0,0,18,RANDOM
6,21,12,114,85,RANDOM
7,14,1,55,152,GA
10,20,1,136,206,GA
3,3,8,1,33,GA
1,5,0,8,61,GA
1,2,1,1,40,GA
7,14,1,55,152,RANDOM
1,2,1,1,40,GA
1,11,0,1,106,GA
2,12,12,0,72,GA
2,0,0,0,69,RANDOM
7,14,1,55,152,GA
13,24,45,3,122,GA
2,12,12,37,67,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
21,55,52,286,419,RANDOM
0,3,1,3,53,RANDOM
2,14,4,61,79,GA
1,5,2,0,51,GA
13,29,48,169,263,GA
10,36,65,58,388,GA
15,30,1,351,296,GA
7,14,1,55,152,GA
0,2,1,1,18,GA
6,10,17,9,160,RANDOM
5,10,9,0,109,GA
7,14,1,55,152,GA
5,36,22,59,168,GA
3,3,3,0,42,RANDOM
14,32,25,36,401,RANDOM
3,6,3,0,105,GA
5,7,13,4,130,RANDOM
13,26,1,253,260,GA
3,6,1,3,80,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
6,12,1,36,134,RANDOM
7,20,19,63,125,GA
7,13,19,36,219,GA
4,2,0,1,29,GA
7,14,1,55,152,GA
1,2,1,1,40,GA
1,18,8,120,186,GA
0,8,4,10,76,GA
6,12,1,36,134,GA
0,31,0,465,59,GA
8,15,8,8,89,GA
1,7,4,0,49,GA
4,15,14,0,70,GA
2,12,6,3,107,GA
5,19,27,15,115,GA
11,22,1,171,224,GA
13,21,30,45,108,GA
1,2,1,1,40,GA
2,2,0,1,13,RANDOM
5,9,8,0,101,RANDOM
1,1,3,0,30,GA
2,7,8,0,57,GA
11,58,44,1378,238,GA
7,8,12,1,60,GA
0,1,0,0,35,RANDOM
5,9,10,10,61,GA
0,10,8,15,115,GA
1,2,1,1,40,GA
7,17,22,14,80,GA
1,2,1,1,40,GA
6,4,2,6,49,GA
6,4,23,1,91,GA
1,2,4,0,35,GA
2,3,0,1,44,GA
1,2,1,1,40,GA
2,20,44,22,153,RANDOM
1,38,23,305,159,GA
12,24,1,210,242,GA
6,5,5,4,66,GA
2,2,0,0,56,GA
23,59,70,38,770,GA
2,2,5,1,19,GA
10,9,22,4,76,RANDOM
16,32,1,406,314,GA
1,2,1,1,40,GA
5,53,10,323,151,GA
1,3,7,0,24,RANDOM
0,7,0,15,135,GA
7,14,1,55,152,GA
10,20,1,136,206,GA
8,22,17,19,154,GA
8,16,1,78,170,GA
1,2,1,1,40,GA
11,42,46,136,315,GA
0,3,0,0,23,RANDOM
0,0,0,0,52,RANDOM
1,2,4,1,37,GA
1,2,1,1,40,GA
6,34,18,37,194,GA
1,2,1,1,40,GA
10,38,37,13,200,RANDOM
2,8,9,0,63,GA
2,30,25,60,153,GA
4,10,22,0,91,GA
1,2,1,1,40,GA
2,2,3,1,30,GA
5,4,10,1,29,GA
6,12,8,13,79,GA
2,16,2,75,124,GA
2,4,1,0,62,GA
1,2,1,1,40,GA
9,18,1,105,188,GA
7,35,40,55,573,RANDOM
1,2,1,1,40,GA
4,8,1,10,98,GA
12,24,28,92,147,GA
7,13,6,39,82,GA
12,39,31,307,405,GA
7,31,40,32,319,GA
1,2,1,1,40,GA
1,4,0,2,40,GA
1,2,1,1,40,GA
37,103,42,2614,622,RANDOM
16,54,51,331,407,GA
2,13,15,66,97,RANDOM
10,20,1,136,206,GA
11,22,1,171,224,GA
0,5,2,0,75,GA
6,15,31,6,149,GA
8,18,35,35,245,RANDOM
1,2,1,1,40,GA
0,2,0,1,72,RANDOM
17,43,40,59,232,RANDOM
2,9,4,0,60,GA
1,2,1,1,40,RANDOM
9,18,1,105,188,GA
6,86,27,981,301,GA
4,2,2,0,38,GA
9,18,1,105,188,GA
1,2,1,1,40,GA
4,47,29,224,245,RANDOM
9,18,1,105,188,GA
17,40,34,27,202,RANDOM
1,26,4,220,282,GA
2,1,5,0,34,GA
1,4,6,1,76,GA
7,25,12,49,210,GA
9,23,18,15,92,RANDOM
1,2,1,1,40,GA
7,44,40,281,444,GA
0,0,0,0,46,RANDOM
11,22,1,171,224,GA
5,10,1,21,116,GA
1,2,1,1,40,GA
7,16,9,10,114,GA
7,14,1,55,152,GA
5,10,1,21,116,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
4,8,1,10,98,GA
4,5,9,8,39,GA
5,11,20,15,139,RANDOM
3,11,23,3,113,GA
13,26,1,253,260,GA
68,146,135,1398,1091,RANDOM
10,63,65,54,402,GA
7,35,85,64,467,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
9,18,1,105,188,GA
3,6,8,15,67,RANDOM
2,4,6,0,47,GA
1,2,1,1,40,GA
0,14,23,0,117,GA
3,3,3,1,37,RANDOM
12,24,1,210,242,GA
3,11,0,25,68,GA
3,3,6,0,48,GA
